,GHI,T,Wind,Load
2010-01-02 09:30:00,51,2.9,3.0,490.97217289999986
2010-01-02 10:30:00,64,3.0,2.0,504.83528489999986
2010-01-02 11:30:00,64,3.4,6.0,504.1370765
2010-01-02 12:30:00,52,4.1,5.0,504.6699198
2010-01-02 13:30:00,76,4.6,5.0,504.1554504
2010-01-02 14:30:00,12,5.2,6.0,502.4191163
2010-01-02 15:30:00,0,5.1,6.0,505.3405673
2010-01-02 16:30:00,0,4.8,7.0,526.8196633
2010-01-02 17:30:00,0,4.1,5.0,529.2450188999999
2010-01-02 18:30:00,0,4.8,6.0,516.0893023
2010-01-02 19:30:00,0,4.6,6.0,487.2744243
2010-01-02 20:30:00,0,4.6,4.0,468.08747310000007
2010-01-02 21:30:00,0,4.3,6.0,449.6768194
2010-01-02 22:30:00,0,4.3,3.0,421.3166956
2010-01-02 23:30:00,0,4.7,3.0,400.9905621
2010-01-03 00:30:00,0,4.6,4.0,389.6400818
2010-01-03 01:30:00,0,4.8,5.0,386.0801375
2010-01-03 02:30:00,0,4.6,5.0,383.452669
2010-01-03 03:30:00,0,4.7,5.0,397.2285049
2010-01-03 04:30:00,0,4.0,5.0,413.7971746
2010-01-03 05:30:00,0,4.0,7.0,445.1752124
2010-01-03 06:30:00,0,3.7,7.0,483.3837498
2010-01-03 07:30:00,3,3.6,4.0,507.15499050000005
2010-01-03 08:30:00,29,3.4,4.0,517.311167
2010-01-03 09:30:00,51,3.5,4.0,528.9418495
2010-01-03 10:30:00,121,3.1,5.0,538.8545717000002
2010-01-03 11:30:00,193,3.4,4.0,542.5615072
2010-01-03 12:30:00,100,3.8,4.0,539.4425367
2010-01-03 13:30:00,31,3.1,4.0,529.5527819
2010-01-03 14:30:00,4,3.4,4.0,524.1278861000002
2010-01-03 15:30:00,0,2.6,3.0,522.9014279
2010-01-03 16:30:00,0,2.1,2.0,538.1196155
2010-01-03 17:30:00,0,1.9,3.0,539.9478191000002
2010-01-03 18:30:00,0,1.4,3.0,526.2914135999998
2010-01-03 19:30:00,0,1.0,3.0,493.6639501
2010-01-03 20:30:00,0,0.6,3.0,480.8159964
2010-01-03 21:30:00,0,0.2,2.0,461.261567
2010-01-03 22:30:00,0,0.1,4.0,431.0548657
2010-01-03 23:30:00,0,0.3,4.0,397.4949265
2010-01-04 00:30:00,0,0.8,6.0,383.5904732
2010-01-04 01:30:00,0,1.1,8.0,379.837603
2010-01-04 02:30:00,0,1.2,10.0,380.4026006
2010-01-04 03:30:00,0,1.1,9.0,389.0934581
2010-01-04 04:30:00,0,1.3,9.0,405.09713010000013
2010-01-04 05:30:00,0,1.3,8.0,441.3810008
2010-01-04 06:30:00,0,1.6,9.0,469.6400681
2010-01-04 07:30:00,3,1.7,9.0,493.5169589
2010-01-04 08:30:00,29,1.9,8.0,500.02591500000005
2010-01-04 09:30:00,52,2.3,9.0,511.5693214
2010-01-04 10:30:00,64,2.5,8.0,522.1802521000002
2010-01-04 11:30:00,65,2.3,8.0,526.7461677
2010-01-04 12:30:00,53,2.0,8.0,521.7392784
2010-01-04 13:30:00,31,2.4,7.0,512.7176906000002
2010-01-04 14:30:00,5,2.7,8.0,509.6722157
2010-01-04 15:30:00,0,3.2,5.0,507.2927948
2010-01-04 16:30:00,0,4.3,7.0,518.188521
2010-01-04 17:30:00,0,4.7,6.0,510.9400152
2010-01-04 18:30:00,0,4.7,5.0,495.7815428
2010-01-04 19:30:00,0,4.3,7.0,466.746178
2010-01-04 20:30:00,0,4.0,6.0,457.0585361
2010-01-04 21:30:00,0,4.7,8.0,441.3075052
2010-01-04 22:30:00,0,4.0,6.0,411.3029168
2010-01-04 23:30:00,0,3.6,7.0,392.4696633
2010-01-05 00:30:00,0,3.4,4.0,376.0801392
2010-01-05 01:30:00,0,3.4,5.0,366.9712753
2010-01-05 02:30:00,0,3.3,5.0,363.7925896
2010-01-05 03:30:00,0,3.5,6.0,366.8977797
2010-01-05 04:30:00,0,3.7,6.0,364.9409587
2010-01-05 05:30:00,0,3.7,8.0,363.043853
2010-01-05 06:30:00,0,4.0,8.0,373.6639706
2010-01-05 07:30:00,3,4.2,8.0,399.4701214
2010-01-05 08:30:00,29,4.1,10.0,419.663044
2010-01-05 09:30:00,52,3.4,11.0,437.0998808
2010-01-05 10:30:00,65,3.6,10.0,446.530288
2010-01-05 11:30:00,65,3.5,10.0,446.3098011
2010-01-05 12:30:00,54,4.0,8.0,445.8320795
2010-01-05 13:30:00,32,4.7,8.0,438.5284519
2010-01-05 14:30:00,5,5.6,10.0,435.7172443
2010-01-05 15:30:00,0,6.2,9.0,442.1756723
2010-01-05 16:30:00,0,6.7,9.0,459.56657419999993
2010-01-05 17:30:00,0,7.2,10.0,462.80956860000015
2010-01-05 18:30:00,0,7.7,8.0,456.0617517
2010-01-05 19:30:00,0,7.9,9.0,438.9740192
2010-01-05 20:30:00,0,7.6,6.0,423.2275818
2010-01-05 21:30:00,0,7.5,5.0,416.847243
2010-01-05 22:30:00,0,7.8,4.0,394.5505081
2010-01-05 23:30:00,0,7.6,7.0,369.6308982
2010-01-06 00:30:00,0,8.2,7.0,355.1155126
2010-01-06 01:30:00,0,8.1,7.0,353.00251339999994
2010-01-06 02:30:00,0,8.2,8.0,350.7149621000001
2010-01-06 03:30:00,0,8.0,8.0,350.3888253
2010-01-06 04:30:00,0,7.1,7.0,347.5730242
2010-01-06 05:30:00,0,4.1,7.0,342.7820282
2010-01-06 06:30:00,0,3.6,6.0,347.3249764
2010-01-06 07:30:00,3,3.7,6.0,365.6299802
2010-01-06 08:30:00,29,3.7,3.0,389.304758
2010-01-06 09:30:00,100,3.7,4.0,408.046142
2010-01-06 10:30:00,123,4.0,5.0,430.51283550000005
2010-01-06 11:30:00,126,4.3,4.0,439.8467797
2010-01-06 12:30:00,104,4.5,4.0,431.3212873
2010-01-06 13:30:00,33,4.4,5.0,425.1246876
2010-01-06 14:30:00,5,4.2,5.0,423.6409947
2010-01-06 15:30:00,0,4.2,4.0,436.0296007
2010-01-06 16:30:00,0,3.9,4.0,460.3015305
2010-01-06 17:30:00,0,3.7,4.0,469.773279
2010-01-06 18:30:00,0,3.7,3.0,463.7879791
2010-01-06 19:30:00,0,3.7,4.0,446.9942291
2010-01-06 20:30:00,0,3.7,3.0,437.6465045
2010-01-06 21:30:00,0,3.4,3.0,433.1357106
2010-01-06 22:30:00,0,3.3,2.0,405.7264364
2010-01-06 23:30:00,0,3.1,3.0,383.8339275
2010-01-07 00:30:00,0,2.7,3.0,368.0231815
2010-01-07 01:30:00,0,2.7,3.0,368.4549682
2010-01-07 02:30:00,0,2.4,4.0,370.3015458
2010-01-07 03:30:00,0,2.4,2.0,381.6428392
2010-01-07 04:30:00,0,2.5,2.0,409.6400784
2010-01-07 05:30:00,0,2.0,3.0,479.0015732
2010-01-07 06:30:00,0,1.9,3.0,536.6313291
2010-01-07 07:30:00,6,2.2,4.0,559.6124919
2010-01-07 08:30:00,56,2.3,5.0,560.1407417
2010-01-07 09:30:00,183,2.8,6.0,565.3175897000001
2010-01-07 10:30:00,217,3.6,7.0,575.5151075
2010-01-07 11:30:00,170,3.3,7.0,575.799903
2010-01-07 12:30:00,182,3.3,6.0,579.9340319
2010-01-07 13:30:00,100,3.3,5.0,576.4567702
2010-01-07 14:30:00,16,3.5,5.0,570.4025682
2010-01-07 15:30:00,0,3.2,5.0,574.1324711
2010-01-07 16:30:00,0,2.4,4.0,590.4944343
2010-01-07 17:30:00,0,2.6,4.0,591.0640254
2010-01-07 18:30:00,0,2.3,3.0,574.0038537
2010-01-07 19:30:00,0,1.8,3.0,539.0199369
2010-01-07 20:30:00,0,2.1,3.0,516.8977541999999
2010-01-07 21:30:00,0,2.0,4.0,486.16280300000005
2010-01-07 22:30:00,0,1.9,2.0,441.7760398
2010-01-07 23:30:00,0,1.8,2.0,415.8504586
2010-01-08 00:30:00,0,1.8,2.0,401.3029185
2010-01-08 01:30:00,0,1.6,1.0,400.3566624
2010-01-08 02:30:00,0,0.8,2.0,405.2257475
2010-01-08 03:30:00,0,0.1,1.0,410.880317
2010-01-08 04:30:00,0,-0.9,1.0,430.12239000000005
2010-01-08 05:30:00,0,-2.1,0.0,494.0176478
2010-01-08 06:30:00,0,-0.6,2.0,544.8260911
2010-01-08 07:30:00,11,-0.5,2.0,560.6506176
2010-01-08 08:30:00,76,-0.6,1.0,562.6901212
2010-01-08 09:30:00,53,-1.2,2.0,572.4099173999998
2010-01-08 10:30:00,66,-1.0,3.0,593.8247048
2010-01-08 11:30:00,128,-0.6,3.0,597.9955813999999
2010-01-08 12:30:00,56,-0.6,2.0,596.420019
2010-01-08 13:30:00,87,-0.2,2.0,586.838027
2010-01-08 14:30:00,12,0.0,2.0,583.5261305
2010-01-08 15:30:00,0,0.0,2.0,580.3336642999999
2010-01-08 16:30:00,0,-0.4,2.0,596.1444104
2010-01-08 17:30:00,0,-1.0,2.0,597.2284708
2010-01-08 18:30:00,0,-0.4,3.0,581.1421162
2010-01-08 19:30:00,0,-0.1,3.0,550.3704173
2010-01-08 20:30:00,0,-0.2,2.0,527.0401502000002
2010-01-08 21:30:00,0,0.2,3.0,494.9271562
2010-01-08 22:30:00,0,0.4,3.0,453.0943659
2010-01-08 23:30:00,0,0.3,2.0,419.49308539999987
2010-01-09 00:30:00,0,0.5,2.0,407.4995183
2010-01-09 01:30:00,0,0.5,3.0,402.9336027
2010-01-09 02:30:00,0,0.6,2.0,406.6635056
2010-01-09 03:30:00,0,0.8,2.0,414.8169264
2010-01-09 04:30:00,0,0.5,2.0,436.176592
2010-01-09 05:30:00,0,0.5,2.0,502.5293597
2010-01-09 06:30:00,0,0.6,3.0,561.0089088
2010-01-09 07:30:00,3,0.6,4.0,591.8403228999998
2010-01-09 08:30:00,30,0.7,2.0,588.4044025000002
2010-01-09 09:30:00,102,1.0,3.0,596.5210754
2010-01-09 10:30:00,127,1.2,4.0,607.1503799999998
2010-01-09 11:30:00,129,1.7,4.0,607.6281016
2010-01-09 12:30:00,107,1.6,3.0,607.8991167
2010-01-09 13:30:00,66,2.1,3.0,600.7884151000002
2010-01-09 14:30:00,14,1.9,3.0,597.1549752000002
2010-01-09 15:30:00,0,1.1,2.0,597.788875
2010-01-09 16:30:00,0,0.7,2.0,612.0653999
2010-01-09 17:30:00,0,0.5,3.0,610.2142288
2010-01-09 18:30:00,0,0.4,2.0,595.1705933999998
2010-01-09 19:30:00,0,0.4,2.0,563.1816232000001
2010-01-09 20:30:00,0,0.3,3.0,533.9854866999998
2010-01-09 21:30:00,0,-0.2,3.0,499.3644544
2010-01-09 22:30:00,0,-0.4,3.0,458.6524724
2010-01-09 23:30:00,0,-0.9,2.0,424.71127469999993
2010-01-10 00:30:00,0,-1.1,4.0,412.8692923
2010-01-10 01:30:00,0,-1.6,4.0,408.9143091
2010-01-10 02:30:00,0,-1.3,4.0,416.3511475
2010-01-10 03:30:00,0,-1.7,4.0,421.1421435
2010-01-10 04:30:00,0,-1.6,5.0,438.4090216
2010-01-10 05:30:00,0,-1.6,4.0,503.1540725
2010-01-10 06:30:00,0,-1.8,3.0,556.8196582
2010-01-10 07:30:00,7,-1.7,3.0,583.7558042999998
2010-01-10 08:30:00,31,-1.5,3.0,585.0970994
2010-01-10 09:30:00,54,-1.1,5.0,586.5945727999998
2010-01-10 10:30:00,68,-0.8,6.0,592.1343053999999
2010-01-10 11:30:00,69,-0.7,4.0,588.4916786
2010-01-10 12:30:00,58,-0.8,4.0,590.3290692
2010-01-10 13:30:00,36,-0.9,5.0,587.6648528
2010-01-10 14:30:00,8,-0.9,5.0,584.4586062000002
2010-01-10 15:30:00,0,-0.7,6.0,577.7842849
2010-01-10 16:30:00,0,-0.6,3.0,590.6000842999998
2010-01-10 17:30:00,0,-0.4,4.0,589.189887
2010-01-10 18:30:00,0,-0.1,4.0,579.6676102000001
2010-01-10 19:30:00,0,-0.1,4.0,553.9028007000002
2010-01-10 20:30:00,0,0.1,4.0,529.7824557
2010-01-10 21:30:00,0,0.2,4.0,496.5073121
2010-01-10 22:30:00,0,0.4,3.0,449.8789323
2010-01-10 23:30:00,0,0.3,2.0,430.0305205
2010-01-11 00:30:00,0,0.1,3.0,414.2657092
2010-01-11 01:30:00,0,-0.2,3.0,410.1407673
2010-01-11 02:30:00,0,-0.2,5.0,416.7645604
2010-01-11 03:30:00,0,-0.2,5.0,421.8173845
2010-01-11 04:30:00,0,-0.3,6.0,443.3286349
2010-01-11 05:30:00,0,-0.3,6.0,503.8660614
2010-01-11 06:30:00,0,-0.3,5.0,554.2381245
2010-01-11 07:30:00,4,-0.4,5.0,576.87937
2010-01-11 08:30:00,31,-0.6,7.0,572.3777631
2010-01-11 09:30:00,55,-0.6,6.0,573.9533255
2010-01-11 10:30:00,68,-0.7,6.0,583.5307240000002
2010-01-11 11:30:00,70,-0.8,5.0,585.6850644
2010-01-11 12:30:00,58,-0.9,4.0,578.2895672999998
2010-01-11 13:30:00,37,-0.8,5.0,568.3768451000002
2010-01-11 14:30:00,16,-0.9,5.0,564.3024313999998
2010-01-11 15:30:00,0,-1.0,5.0,564.6790965
2010-01-11 16:30:00,0,-1.2,6.0,581.6106507999998
2010-01-11 17:30:00,0,-1.3,5.0,579.7181385
2010-01-11 18:30:00,0,-1.8,4.0,565.7080352
2010-01-11 19:30:00,0,-2.1,6.0,539.5849344999998
2010-01-11 20:30:00,0,-3.0,3.0,521.9413913
2010-01-11 21:30:00,0,-3.4,1.0,495.5289016
2010-01-11 22:30:00,0,-3.6,5.0,463.23216839999986
2010-01-11 23:30:00,0,-3.8,4.0,438.9602387
2010-01-12 00:30:00,0,-4.0,2.0,422.5982755
2010-01-12 01:30:00,0,-3.7,2.0,412.3961642
2010-01-12 02:30:00,0,-3.5,4.0,409.0337395
2010-01-12 03:30:00,0,-3.0,9.0,406.9574881
2010-01-12 04:30:00,0,-3.2,6.0,402.8371397
2010-01-12 05:30:00,0,-2.7,4.0,404.3805478
2010-01-12 06:30:00,0,-2.8,4.0,429.2817838
2010-01-12 07:30:00,14,-2.8,7.0,466.6129671
2010-01-12 08:30:00,60,-1.9,6.0,482.2032263
2010-01-12 09:30:00,197,-1.4,6.0,494.1876064
2010-01-12 10:30:00,246,-0.8,5.0,497.6281203
2010-01-12 11:30:00,251,-0.7,6.0,496.7829206
2010-01-12 12:30:00,212,-0.6,6.0,489.47010610000007
2010-01-12 13:30:00,132,-0.7,5.0,477.9818214
2010-01-12 14:30:00,33,-0.7,3.0,480.15912930000013
2010-01-12 15:30:00,0,-1.1,4.0,485.1154904
2010-01-12 16:30:00,0,-1.6,5.0,512.3134646000002
2010-01-12 17:30:00,0,-1.6,5.0,517.8072625
2010-01-12 18:30:00,0,-1.9,4.0,507.2330796
2010-01-12 19:30:00,0,-1.9,3.0,485.3497577
2010-01-12 20:30:00,0,-2.0,4.0,477.9221062
2010-01-12 21:30:00,0,-2.2,6.0,464.5642766
2010-01-12 22:30:00,0,-3.0,5.0,439.3047495
2010-01-12 23:30:00,0,-2.5,7.0,426.2776502
2010-01-13 00:30:00,0,-3.0,8.0,404.1600609
2010-01-13 01:30:00,0,-4.9,7.0,397.9726481
2010-01-13 02:30:00,0,-5.0,5.0,391.6198701
2010-01-13 03:30:00,0,-5.4,5.0,388.5284605
2010-01-13 04:30:00,0,-5.3,7.0,380.7930461
2010-01-13 05:30:00,0,-5.6,4.0,372.8187709
2010-01-13 06:30:00,0,-5.6,5.0,376.2684717
2010-01-13 07:30:00,16,-5.7,6.0,385.979081
2010-01-13 08:30:00,116,-5.4,6.0,411.3029168
2010-01-13 09:30:00,201,-4.4,4.0,431.0181179
2010-01-13 10:30:00,249,-3.7,5.0,451.2386014
2010-01-13 11:30:00,252,-3.0,4.0,462.9887142
2010-01-13 12:30:00,213,-2.2,4.0,454.37594580000007
2010-01-13 13:30:00,136,-1.9,4.0,442.1205505
2010-01-13 14:30:00,34,-2.0,5.0,444.7388321
2010-01-13 15:30:00,0,-2.7,5.0,453.3607875
2010-01-13 16:30:00,0,-3.4,6.0,489.2450257
2010-01-13 17:30:00,0,-3.4,8.0,503.4067137
2010-01-13 18:30:00,0,-4.0,7.0,498.078281
2010-01-13 19:30:00,0,-4.0,5.0,479.7043751
2010-01-13 20:30:00,0,-3.7,7.0,470.3382766
2010-01-13 21:30:00,0,-4.3,7.0,464.683707
2010-01-13 22:30:00,0,-4.6,5.0,439.3460908
2010-01-13 23:30:00,0,-4.1,6.0,415.6942804
2010-01-14 00:30:00,0,-4.0,3.0,402.9198223
2010-01-14 01:30:00,0,-4.4,4.0,401.99194
2010-01-14 02:30:00,0,-4.3,6.0,406.3098079
2010-01-14 03:30:00,0,-4.4,6.0,415.5289152
2010-01-14 04:30:00,0,-4.3,7.0,444.1003389
2010-01-14 05:30:00,0,-3.3,8.0,512.6212276
2010-01-14 06:30:00,0,-2.6,7.0,569.2955404
2010-01-14 07:30:00,16,-2.7,4.0,594.2335242
2010-01-14 08:30:00,117,-2.6,3.0,597.0033905
2010-01-14 09:30:00,201,-1.8,3.0,606.3786759999998
2010-01-14 10:30:00,250,-1.4,4.0,610.2647571
2010-01-14 11:30:00,255,-1.2,4.0,608.6386664
2010-01-14 12:30:00,218,-0.9,5.0,606.7507476
2010-01-14 13:30:00,140,-0.4,4.0,598.6800093999999
2010-01-14 14:30:00,37,-1.1,5.0,597.2698121000002
2010-01-14 15:30:00,0,-2.2,5.0,588.3309069000002
2010-01-14 16:30:00,0,-3.1,5.0,611.0502415
2010-01-14 17:30:00,0,-3.9,6.0,612.4420649
2010-01-14 18:30:00,0,-4.2,7.0,600.1407349
2010-01-14 19:30:00,0,-4.8,5.0,574.2656819
2010-01-14 20:30:00,0,-5.2,3.0,558.3860337
2010-01-14 21:30:00,0,-5.8,3.0,537.3892527
2010-01-14 22:30:00,0,-5.9,5.0,502.667164
2010-01-14 23:30:00,0,-5.9,4.0,477.1412152
2010-01-15 00:30:00,0,-6.6,3.0,455.6850866
2010-01-15 01:30:00,0,-6.3,3.0,450.6919777
2010-01-15 02:30:00,0,-5.9,2.0,443.6180239
2010-01-15 03:30:00,0,-6.1,3.0,448.5789785
2010-01-15 04:30:00,0,-5.7,6.0,471.5004261
2010-01-15 05:30:00,0,-5.7,5.0,530.8986705
2010-01-15 06:30:00,0,-5.5,5.0,578.8224106
2010-01-15 07:30:00,18,-5.6,5.0,596.2592473
2010-01-15 08:30:00,120,-5.3,6.0,597.8623706000002
2010-01-15 09:30:00,206,-4.4,4.0,607.6281016
2010-01-15 10:30:00,255,-3.2,5.0,615.2624595
2010-01-15 11:30:00,260,-1.9,4.0,616.1214396
2010-01-15 12:30:00,222,-1.7,4.0,613.8614492
2010-01-15 13:30:00,143,-1.2,4.0,605.0925026000001
2010-01-15 14:30:00,40,-1.5,5.0,601.0869911
2010-01-15 15:30:00,0,-2.2,3.0,593.7649896
2010-01-15 16:30:00,0,-3.0,3.0,611.6749543999998
2010-01-15 17:30:00,0,-3.6,3.0,611.6703609
2010-01-15 18:30:00,0,-4.1,4.0,598.9739919
2010-01-15 19:30:00,0,-4.5,5.0,575.4829532000001
2010-01-15 20:30:00,0,-4.5,5.0,555.2808436
2010-01-15 21:30:00,0,-4.8,4.0,534.2059735
2010-01-15 22:30:00,0,-5.0,5.0,497.3892595
2010-01-15 23:30:00,0,-5.1,5.0,472.80038
2010-01-16 00:30:00,0,-5.1,5.0,454.5413109
2010-01-16 01:30:00,0,-5.4,5.0,446.3695163
2010-01-16 02:30:00,0,-5.9,3.0,446.9391074
2010-01-16 03:30:00,0,-6.0,4.0,453.4205027
2010-01-16 04:30:00,0,-6.1,4.0,471.8816847
2010-01-16 05:30:00,0,-6.4,3.0,530.5449728
2010-01-16 06:30:00,0,-6.4,4.0,578.5835498
2010-01-16 07:30:00,19,-6.7,4.0,592.1251185
2010-01-16 08:30:00,122,-5.3,5.0,593.8982004
2010-01-16 09:30:00,209,-4.8,7.0,602.1388972
2010-01-16 10:30:00,258,-3.9,7.0,610.5771135
2010-01-16 11:30:00,264,-3.7,6.0,611.5922717999998
2010-01-16 12:30:00,225,-2.9,5.0,609.6538247000002
2010-01-16 13:30:00,146,-3.0,4.0,603.1035272
2010-01-16 14:30:00,42,-3.5,4.0,598.3722465
2010-01-16 15:30:00,0,-4.2,3.0,593.2413332
2010-01-16 16:30:00,0,-5.0,3.0,613.1035254999998
2010-01-16 17:30:00,0,-6.2,2.0,617.4902956
2010-01-16 18:30:00,0,-6.2,2.0,607.0768843999998
2010-01-16 19:30:00,0,-6.9,3.0,580.1958599999998
2010-01-16 20:30:00,0,-7.1,2.0,562.0102867
2010-01-16 21:30:00,0,-7.3,3.0,542.4742312000002
2010-01-16 22:30:00,0,-7.0,4.0,507.063121
2010-01-16 23:30:00,0,-7.0,3.0,475.4554094
2010-01-17 00:30:00,0,-7.2,3.0,459.3736482
2010-01-17 01:30:00,0,-7.6,2.0,449.7916563
2010-01-17 02:30:00,0,-7.9,3.0,448.4733285
2010-01-17 03:30:00,0,-8.3,2.0,448.8913349
2010-01-17 04:30:00,0,-8.7,3.0,466.8931692
2010-01-17 05:30:00,0,-8.8,3.0,530.2923316
2010-01-17 06:30:00,0,-9.0,3.0,581.8954463
2010-01-17 07:30:00,20,-9.0,3.0,595.331365
2010-01-17 08:30:00,105,-8.1,3.0,590.1774843999998
2010-01-17 09:30:00,205,-6.9,4.0,590.6414256
2010-01-17 10:30:00,259,-5.8,4.0,603.6455575
2010-01-17 11:30:00,265,-4.8,5.0,603.5628749
2010-01-17 12:30:00,227,-4.2,5.0,602.2032059
2010-01-17 13:30:00,151,-3.4,4.0,597.0814796
2010-01-17 14:30:00,46,-3.3,3.0,591.9551597999998
2010-01-17 15:30:00,0,-4.0,3.0,585.2119364
2010-01-17 16:30:00,0,-4.9,3.0,604.2610833
2010-01-17 17:30:00,0,-4.9,2.0,609.8237833
2010-01-17 18:30:00,0,-5.4,2.0,597.0631057
2010-01-17 19:30:00,0,-4.9,2.0,572.7498347
2010-01-17 20:30:00,0,-4.9,3.0,554.5688547999998
2010-01-17 21:30:00,0,-4.5,2.0,533.6639433
2010-01-17 22:30:00,0,-4.3,3.0,493.4342763
2010-01-17 23:30:00,0,-3.5,1.0,466.9482909
2010-01-18 00:30:00,0,-3.2,3.0,453.1219267
2010-01-18 01:30:00,0,-2.6,4.0,448.9786109
2010-01-18 02:30:00,0,-2.6,3.0,446.4843532
2010-01-18 03:30:00,0,-2.7,3.0,449.6584454
2010-01-18 04:30:00,0,-2.8,3.0,470.7562829
2010-01-18 05:30:00,0,-2.7,5.0,530.402575
2010-01-18 06:30:00,0,-2.6,5.0,575.7355944
2010-01-18 07:30:00,6,-2.4,5.0,590.269354
2010-01-18 08:30:00,35,-2.3,5.0,598.4411486
2010-01-18 09:30:00,114,-1.7,5.0,600.8021955
2010-01-18 10:30:00,244,-1.3,5.0,598.1241987000002
2010-01-18 11:30:00,262,-1.2,5.0,594.9638869
2010-01-18 12:30:00,195,0.4,4.0,584.9501082
2010-01-18 13:30:00,110,0.1,4.0,576.3419332999998
2010-01-18 14:30:00,26,-0.7,3.0,570.6919572
2010-01-18 15:30:00,0,-0.7,5.0,566.2546589
2010-01-18 16:30:00,0,-1.3,5.0,585.5518536000002
2010-01-18 17:30:00,0,-1.2,4.0,587.5408289
2010-01-18 18:30:00,0,-1.5,4.0,572.3364217999998
2010-01-18 19:30:00,0,-1.9,3.0,543.8384937000002
2010-01-18 20:30:00,0,-2.3,4.0,530.7654596
2010-01-18 21:30:00,0,-2.7,4.0,512.0057017
2010-01-18 22:30:00,0,-3.0,2.0,477.6419042
2010-01-18 23:30:00,0,-2.8,2.0,433.4848148
2010-01-19 00:30:00,0,-2.9,1.0,414.2105875
2010-01-19 01:30:00,0,-2.8,2.0,404.0681914
2010-01-19 02:30:00,0,-2.8,1.0,398.2390697
2010-01-19 03:30:00,0,-2.9,3.0,401.3810077
2010-01-19 04:30:00,0,-3.2,1.0,408.3125637
2010-01-19 05:30:00,0,-3.3,1.0,417.1504124
2010-01-19 06:30:00,0,-2.9,1.0,444.9914733
2010-01-19 07:30:00,22,-3.0,1.0,482.2216002
2010-01-19 08:30:00,129,-2.7,2.0,502.281312
2010-01-19 09:30:00,155,-2.1,1.0,517.6373039
2010-01-19 10:30:00,142,-1.5,3.0,523.1862235
2010-01-19 11:30:00,145,-1.5,2.0,518.5146579
2010-01-19 12:30:00,125,-0.9,2.0,507.9864098000001
2010-01-19 13:30:00,113,-0.4,2.0,499.2955523
2010-01-19 14:30:00,28,-0.5,2.0,499.1531545
2010-01-19 15:30:00,0,-0.7,1.0,499.4057957
2010-01-19 16:30:00,0,-1.3,2.0,528.7718909
2010-01-19 17:30:00,0,-1.7,2.0,530.3382663
2010-01-19 18:30:00,0,-1.9,1.0,514.3621551
2010-01-19 19:30:00,0,-1.9,1.0,488.4365739
2010-01-19 20:30:00,0,-2.2,1.0,472.5155844
2010-01-19 21:30:00,0,-2.2,1.0,458.9143006
2010-01-19 22:30:00,0,-2.3,2.0,440.48527289999987
2010-01-19 23:30:00,0,-2.4,1.0,433.74664289999987
2010-01-20 00:30:00,0,-2.5,2.0,421.0089326
2010-01-20 01:30:00,0,-2.5,1.0,412.1251491
2010-01-20 02:30:00,0,-2.6,2.0,406.3144014
2010-01-20 03:30:00,0,-2.7,1.0,401.2615773
2010-01-20 04:30:00,0,-2.6,0.0,394.867458
2010-01-20 05:30:00,0,-2.4,1.0,390.3474771
2010-01-20 06:30:00,0,-2.6,2.0,396.2822488
2010-01-20 07:30:00,7,-2.8,2.0,413.9257919
2010-01-20 08:30:00,37,-2.5,1.0,434.7709882
2010-01-20 09:30:00,62,-2.5,3.0,453.9809068
